Date,Category,Amount,Payment Method,Merchant,Location,Income/Expense,User ID,Transaction ID,Account Balance,Currency,Transaction Time,Day of Week
2022-12-25,Education,41878.23,Cash,Zomato,Kolkata,Expense,bb634dc0-17b8-4566-8d8d-c3e766d8288b,37b2f63d-395c-4848-97f8-d003b05b1fe6,302728.92,INR,18:45:07,Friday
2020-07-28,Education,23311.51,UPI,Uber,Bengaluru,Expense,148bd791-a230-4d74-8373-7cbac05849e1,d0c830b0-b442-438e-ab93-3d5c4c5978e4,158003.46,INR,06:46:36,Tuesday
2020-08-09,Shopping,49197.73,Credit Card,Zomato,Chennai,Income,b61b3034-3516-471e-88da-f7fd98bc1242,b2e8c5c3-0a47-4dc0-80ae-22fe2273e7c1,9742.97,INR,19:32:39,Friday
2021-11-28,Dining,27677.31,Credit Card,Amazon,Mumbai,Income,04f7f735-8b0e-4553-88df-31dc3ef211ee,434bd991-294c-4e93-bd8d-67afe31b2545,402781.97,INR,05:44:05,Thursday
2023-07-29,Entertainment,25929.99,Cash,BookMyShow,Hyderabad,Expense,1eecac44-804d-40b3-939c-17b3fd157c61,91fdb86c-c5bb-4762-8220-bfdee497fccc,222923.77,INR,20:44:46,Wednesday
2022-04-12,Utilities,43289.21,Credit Card,BookMyShow,Delhi,Expense,96861094-4e38-43d2-a362-d2724dcc36ce,b7bcba9c-75d4-47cb-9c7f-da1372931ac3,458872.87,INR,04:37:17,Saturday
2023-11-23,Entertainment,45848.6,UPI,Flipkart,Kolkata,Income,66155cf1-f40d-4bf2-90b8-03d7cab7ca0e,7c476231-047a-464f-aaf0-452061b6561f,297384.81,INR,04:53:48,Monday
2021-01-20,Groceries,41122.65,Debit Card,BookMyShow,Hyderabad,Income,513937d1-406c-4cb8-8632-b024aa99cef0,8be99675-b9c0-48f9-aaf2-e6df086b29b5,286172.19,INR,22:44:32,Thursday
2023-11-20,Health,41053.29,Debit Card,Reliance Fresh,Chennai,Expense,d268ab44-4b01-4436-8b43-db0c87dc0b09,f5f98ed7-1d16-443a-a9f8-8b47faf05c5c,63231.87,INR,04:28:36,Friday
2021-12-27,Transportation,28314.94,Credit Card,Swiggy,Delhi,Income,fcdc79db-0f6e-423f-8467-ea54d5c30816,450e9bcb-cc84-44fc-9f05-6654f74ab85e,62895.87,INR,00:50:38,Monday
2020-04-09,Utilities,29123.49,Cash,Amazon,Kolkata,Income,099d97fd-30fb-43ab-9ead-fc50b0934a85,a7b7d68f-8755-440a-8228-2e4870949c67,83253.82,INR,22:58:27,Tuesday
2020-02-09,Utilities,30225.66,Cash,BookMyShow,Delhi,Expense,91ba7671-c652-4ecf-847d-b1694131f290,a358fe75-8954-4d75-858f-3f75c90209e8,201802.91,INR,04:18:38,Wednesday
2021-07-08,Utilities,48977.31,UPI,Zomato,Delhi,Income,ae05e5a2-1306-4a6b-9825-d7c74a7a1ef6,8d4e6383-941a-454f-bb77-b9db4caa5fd8,454892.27,INR,09:02:59,Saturday
2024-02-04,Education,31398.96,UPI,Uber,Chennai,Income,4b88e98e-adf6-46ed-8b11-d95d23086a03,5989b2b9-b9f3-4f3b-a8d6-fb9193a7a8d7,195164.62,INR,23:05:23,Friday
2021-04-23,Transportation,41527.48,Debit Card,Zomato,Pune,Expense,0104fd13-d48b-41e2-b6c5-ea9eb080d95a,fae65ff8-b6dd-4831-831f-ec4abb4ab242,189910.02,INR,12:46:56,Tuesday
2023-05-31,Groceries,22096.9,Debit Card,Reliance Fresh,Pune,Income,f24ef9f3-f042-45ae-a4e6-1319d5a19d8f,6244e47d-f30f-4688-8129-762208ff4034,310269.45,INR,18:25:08,Tuesday
2021-10-22,Shopping,28634.46,Credit Card,BookMyShow,Mumbai,Income,8239b47f-cb5c-4749-a9cc-5c3b5274fb83,7fc091b3-5603-4662-abce-967af1e61180,421533.45,INR,23:03:44,Friday
2021-05-23,Entertainment,13986.05,UPI,Big Bazaar,Chennai,Income,c96ad6f2-35cc-42ae-839a-d35041709e91,d5ba1085-f8df-407d-9a49-d3f08b97ad92,370750.27,INR,14:31:39,Thursday
2023-05-06,Entertainment,25613.43,Credit Card,Reliance Fresh,Ahmedabad,Income,6050ea52-0a34-4a33-bacc-1557b4705273,3e90cdea-4676-4c98-b4e8-8745608aeb9e,131030.9,INR,17:08:32,Wednesday
2024-07-19,Utilities,46689.94,UPI,Zomato,Chennai,Income,3ddc9cc4-5dd1-4143-805a-1c371198ff59,8c78643b-02c0-403e-ab51-d5cfd85d2b30,140398.72,INR,11:33:48,Tuesday
2023-11-09,Transportation,35869.51,Cash,BookMyShow,Bengaluru,Income,3c6c8092-4d33-4bff-ac6c-c05557283a24,a3119a5f-8773-469a-8045-7be4d9e97991,185274.2,INR,21:31:50,Thursday
2022-07-12,Dining,33068.15,Net Banking,BookMyShow,Kolkata,Expense,d22da74c-43c1-46b6-912f-dcbc918384aa,3adc2a28-ed7b-44e4-8894-40d9b9717463,414600.8,INR,01:02:16,Sunday
2023-06-16,Education,23382.1,Net Banking,Uber,Delhi,Income,80bc7a60-429c-4976-be32-523caa79a8a8,df9ca07b-844c-4c2b-b339-31db64c5cc62,186377.16,INR,03:50:11,Tuesday
2020-06-30,Shopping,37265.72,Debit Card,Zomato,Hyderabad,Expense,004a756a-8e4d-47ae-82d5-f150dde071ea,f1fea9ca-8b8c-4323-a6a8-dd13d8900fee,364797.84,INR,04:33:11,Tuesday
2023-11-16,Dining,43294.26,Credit Card,Reliance Fresh,Ahmedabad,Income,da71aece-b1c1-4a7e-ae9e-de2a140c6326,6897be1b-b10e-4082-af81-9fa72f2f4060,324897.16,INR,19:01:04,Thursday
2020-11-27,Dining,41663.9,Credit Card,Amazon,Ahmedabad,Expense,9fedbd53-413d-4913-aa39-05d05e5a17af,0700decf-bb5f-4407-bee3-0abc9b993e43,61281.87,INR,20:23:32,Saturday
2022-02-22,Utilities,30856.18,Debit Card,Reliance Fresh,Chennai,Income,a7e8e3ab-3a08-48a4-9af5-905bea0ebe99,5a4fa620-bd00-4a8c-8fd0-22014bd3075c,395238.67,INR,05:11:32,Wednesday
2021-09-17,Shopping,18324.89,Net Banking,Reliance Fresh,Bengaluru,Income,fbb2cf8e-5658-4985-99cf-a0123f5a8764,c7551e6d-15e4-4868-9e30-1b490dda52d1,113936.29,INR,01:58:35,Sunday
2021-10-20,Dining,47239.55,Debit Card,BookMyShow,Delhi,Income,bed8a9ff-5d38-41d9-b65d-05fed116cc5b,87100d50-1957-4b59-891d-5ccd0552a54a,152924.52,INR,20:05:20,Sunday
2020-07-12,Education,30535.84,Cash,Reliance Fresh,Pune,Income,758cde45-018d-4ff6-857e-e04b649205fc,5a4816b3-efe3-4392-a9b0-315a317a547a,298622.77,INR,08:25:23,Friday
2021-10-03,Education,2475.1,UPI,Flipkart,Chennai,Income,7366c957-e51b-44de-9c9d-8cfea98fa751,93139f06-101f-4fd7-a422-bf8c0f056466,422629.41,INR,22:20:17,Wednesday
2023-03-07,Shopping,1254.22,Cash,Reliance Fresh,Kolkata,Income,aafa117b-b522-443f-94fc-673621ab65b3,740882c0-c2b7-4182-959d-a9f364fe3f01,484069.41,INR,18:27:00,Friday
2020-03-14,Entertainment,3207.54,Cash,Reliance Fresh,Bengaluru,Income,0674d48c-1021-41fc-a2fe-1a9a0b1d6d97,e1ecc168-ddce-404a-927c-05473e028d82,98054.14,INR,07:20:39,Saturday
2023-04-17,Entertainment,34939.18,UPI,Reliance Fresh,Chennai,Expense,54b798f1-2c7d-4535-9764-620b89d19cfa,b06b72c2-78b6-4930-82a2-a406c03dd3b9,414947.59,INR,22:37:40,Thursday
2020-10-27,Dining,15885.76,Net Banking,BookMyShow,Chennai,Expense,db6425df-59b6-4cec-814e-5b5eb105ffaf,3df98602-21c1-4575-9533-ec6a985b4c2d,187780.1,INR,11:26:40,Monday
2022-11-22,Education,13377.02,Debit Card,Reliance Fresh,Ahmedabad,Expense,928404f7-6494-4d57-b0fa-8b0e78f1a902,0b6908e7-0eb4-42bc-8e3a-c766f049fa81,241300.37,INR,07:33:00,Wednesday
2021-11-17,Education,29278.49,Debit Card,Uber,Chennai,Expense,243d7925-3d82-415c-8f7d-5fbecc20c2d2,0e2a36d1-470c-47ae-8932-c8d92ac8fc97,56547.14,INR,12:35:48,Thursday
2020-09-21,Groceries,31687.36,Net Banking,Uber,Hyderabad,Income,c4f4fe41-9182-4c95-8c7c-f03566febef0,db1c2782-625b-44d2-9e56-675d5844a6b0,115374.79,INR,23:36:51,Wednesday
2024-06-13,Utilities,20721.14,UPI,Swiggy,Chennai,Income,a36d7795-cbf7-4267-a159-b16fbcf9b211,2c33f950-407f-497f-afad-aa40c6801d79,75981.71,INR,05:23:41,Sunday
2023-03-29,Utilities,4926.68,Cash,Zomato,Kolkata,Income,dce5fc10-ba09-4996-b000-15fd46280dd7,557fd192-216d-4fd8-ab5d-f35528bc017c,236423.24,INR,05:04:00,Sunday
2021-12-07,Transportation,9060.39,Debit Card,Reliance Fresh,Chennai,Income,20adcab7-f187-4bd6-8e25-b2ae6ef7f779,913d9254-6d9b-4af0-ada9-3eb68b601e86,226471.74,INR,20:03:23,Thursday
2022-01-13,Entertainment,13612.31,Credit Card,BookMyShow,Delhi,Income,236a5f06-50da-481f-a815-7eeeaf293133,f593b88f-3dd5-42bf-baa0-3df20219c178,467559.92,INR,08:28:18,Saturday
2022-05-26,Groceries,12936.11,Cash,Flipkart,Kolkata,Income,46fa090e-e114-4cb1-a7f1-0e34327ce98a,99873baa-77f5-4ec0-8e18-5db30b479fe7,264200.97,INR,00:49:37,Friday
2023-09-01,Entertainment,7385.06,Debit Card,BookMyShow,Ahmedabad,Income,26ad4a80-d4b2-43e2-90fd-d859bd18d660,4ec19a67-ff52-48a4-9931-32cf66a58c13,202057.22,INR,14:10:20,Saturday
2024-07-06,Transportation,24396.28,Debit Card,Zomato,Delhi,Income,dbfc5db8-d6b4-4861-add4-bbea694ea345,e1640016-585a-4334-a492-9b2625f247e2,198229.76,INR,09:28:26,Tuesday
2021-09-17,Groceries,30486.08,Net Banking,Swiggy,Pune,Expense,e42de9d4-6a86-4d88-9481-be66d37e4aad,28590286-781e-41b0-bdb7-3928e70d9a8a,115419.24,INR,10:40:37,Friday
2023-01-12,Utilities,11486.12,Cash,BookMyShow,Delhi,Income,6c3bd48f-64d4-4a43-98c3-ff749e014c4d,a7f3319e-f4c2-40bd-ac21-bdcf0a3a95a1,120815.87,INR,15:10:26,Wednesday
2023-06-02,Transportation,1646.27,Credit Card,Zomato,Ahmedabad,Expense,e37ad2a4-2a54-4ecc-9e79-636d268b776a,8a0ba3a3-894b-4dd5-9484-be9b91352ba0,292282.62,INR,22:44:33,Tuesday
2020-10-10,Education,41805.79,Net Banking,Flipkart,Bengaluru,Income,851b3b5c-07b2-460e-a8ad-13823687e559,a05f92d0-7c99-494d-9eec-6351b80fdc36,333829.59,INR,04:50:23,Sunday
2020-08-03,Utilities,39045.23,Debit Card,Big Bazaar,Delhi,Income,d7e20c0e-9bdf-4fcf-a6dd-abdb18c618bd,11dee700-e0d0-4f74-8267-95cc3feb2587,110444.78,INR,11:49:10,Thursday
2020-08-11,Shopping,20752.7,Credit Card,Amazon,Pune,Income,bdf1ed17-4667-4c57-9d6e-8d002c80cfe9,e58273b6-72c4-4074-a5a6-c3dc7ced2be0,347941.81,INR,06:58:02,Friday
2024-01-16,Dining,46099.19,Debit Card,Flipkart,Chennai,Income,8ef39f21-32ec-44c9-8f85-7d74c92c77e7,cd577a13-63b4-4900-ab8c-3297e0fbba45,123734.0,INR,02:29:53,Sunday
2023-03-26,Dining,26936.04,Net Banking,BookMyShow,Chennai,Income,4d12e4f2-e387-48bb-a0a3-7eafad792327,d9564924-73b2-44ab-a143-95524b2f3115,241997.32,INR,18:50:14,Saturday
2020-08-08,Education,46481.94,Debit Card,Amazon,Pune,Expense,29413107-1eb4-4f4f-982d-1466c3ce1df3,39bad24c-1e31-4c16-b562-72f4ba6abbe3,313008.82,INR,11:58:27,Sunday
2024-01-30,Transportation,24753.42,Net Banking,Flipkart,Chennai,Income,579e77c1-da1d-4693-ab7e-3f62b3f8bfe9,e4528b68-efdc-4cbc-88b3-3dfe792c40e7,142820.07,INR,10:39:05,Tuesday
2022-07-13,Dining,29023.85,Cash,Big Bazaar,Chennai,Expense,c7d4baca-5801-4fce-b681-59518617f6ee,3ca848e7-7b04-4257-b1e8-aaed0f0a9b36,205977.78,INR,04:38:23,Friday
2020-07-08,Utilities,35123.1,UPI,Uber,Pune,Expense,64bac9b3-a091-4012-89a5-c5bc1efaf412,6fa3d5e3-cf4f-4777-b9c8-74f66d4012c1,447625.49,INR,16:36:03,Sunday
2023-07-22,Dining,26182.61,Debit Card,Uber,Bengaluru,Income,013f4e16-301c-46bc-a2e1-005a5a11ea16,4cbbab56-a631-461b-bed0-a462c0ba1ff3,440387.5,INR,13:56:31,Monday
2021-06-24,Shopping,9560.61,Credit Card,Reliance Fresh,Ahmedabad,Income,c594997c-a2d7-4c38-b58f-7b7e8004f026,144afe7f-0e1e-4cbd-8bf6-8b5188362658,59764.72,INR,15:49:21,Friday
2023-07-22,Utilities,42917.12,Credit Card,Reliance Fresh,Kolkata,Expense,0511765f-d779-45a1-9c96-a41f5e3c6832,04611679-0b4a-436c-a859-825c0950b82d,279378.77,INR,23:20:01,Thursday
2021-05-03,Groceries,35038.53,Debit Card,Zomato,Delhi,Expense,7d4e86a5-3f45-4ec1-b91d-d518f91a4c3d,008385e4-5bf8-4f69-ac7f-8f93d7bf5042,147152.17,INR,11:47:48,Tuesday
2022-04-12,Groceries,30152.68,Net Banking,Big Bazaar,Kolkata,Expense,ad4ae900-71cc-42a0-b401-755cb050df02,f082325a-67c5-439a-aee4-2f47887e68ff,55684.62,INR,00:43:27,Tuesday
2021-05-27,Entertainment,1204.61,Debit Card,Swiggy,Pune,Expense,e5b8f65b-b3aa-4521-a8a5-2c2610f41a4d,89fa4183-fb10-47db-aafd-353d45081dae,432787.94,INR,22:03:17,Monday
2023-05-27,Utilities,6541.45,Net Banking,Flipkart,Hyderabad,Income,6910eff9-9866-44ec-8484-63f32168abe2,ea46152e-f8f4-4e3d-ad8a-1a733c42575f,462504.24,INR,03:30:25,Friday
2023-09-29,Utilities,19600.97,Net Banking,Swiggy,Mumbai,Expense,4b188c2f-6c1d-41a8-881b-a90e95bc0681,eacaf023-23d0-4378-a8fc-51b0b5e119f6,477089.51,INR,20:43:06,Saturday
2021-01-05,Transportation,23108.74,Debit Card,Zomato,Mumbai,Income,47985844-45a6-4584-a7f4-b054bbe78ece,44ea819f-a093-4f2c-8819-1bd713540e74,353083.32,INR,23:59:36,Thursday
2023-04-20,Entertainment,12183.48,Net Banking,BookMyShow,Kolkata,Income,a3f641d6-2c9d-4441-9546-a87eb3e2ab7a,993ad6f5-1a34-4853-8720-00d4e701023c,177864.65,INR,13:27:10,Wednesday
2022-11-24,Dining,35931.02,Cash,Swiggy,Hyderabad,Income,2379bc0b-2fd8-4b0d-8372-b3adbb62de2a,878f31ca-1e15-4f06-a639-18dc29095723,155335.77,INR,05:33:35,Tuesday
2023-01-30,Health,43682.36,UPI,Reliance Fresh,Mumbai,Expense,73d9f52a-a62d-486d-8293-e540ad964790,fbc5e133-4952-4060-8d74-51109b8a0723,234455.65,INR,05:06:29,Tuesday
2022-04-21,Education,46962.28,Debit Card,Swiggy,Chennai,Expense,1391a2f7-f6d2-49c2-9a52-9d147cf43227,ed032d45-c545-4f0a-9567-b2a839f1c7d5,68112.65,INR,07:14:50,Monday
2022-02-06,Utilities,27972.48,Debit Card,Swiggy,Mumbai,Income,6f62857f-ade3-4f87-a602-f5e2181d8d5c,b592c088-1141-4ef9-9f40-4b935300d06a,64131.48,INR,18:02:20,Friday
2021-08-13,Shopping,44178.84,Net Banking,Big Bazaar,Hyderabad,Income,0e7744fa-75c8-410e-bf52-c2428901c512,cb2f332d-228f-4b2d-8a51-b8d7e7429756,423584.34,INR,08:08:33,Friday
2023-09-10,Shopping,43978.11,Cash,Amazon,Kolkata,Income,a4afe9ee-37ee-4b80-abd5-1f8107a48d42,94bc4dbf-9dea-466c-9a19-816b21bbbe6e,106241.12,INR,01:55:43,Thursday
2023-01-31,Transportation,24061.38,Credit Card,Amazon,Kolkata,Expense,e04686cd-8c9d-4bc0-99ba-55cdf49032d2,3a5ed799-2fc3-4ad8-9ee7-8703b987c1e2,152989.24,INR,14:37:45,Monday
2024-06-16,Shopping,20356.54,Credit Card,BookMyShow,Ahmedabad,Income,a5f84985-c211-481e-8cfe-bc5bca1aa1de,583fb8b9-6c16-4bda-a65c-05a4e73c3de9,445356.32,INR,13:36:59,Friday
2021-03-08,Transportation,37864.4,UPI,Zomato,Mumbai,Income,f318630a-5c9b-47f8-bfd8-b128e054a636,909a2cd9-2d3f-433a-8acc-62f89d181909,470692.62,INR,12:54:20,Friday
2024-03-21,Transportation,31532.71,Credit Card,Zomato,Ahmedabad,Income,376dd714-61ee-4b84-b9c8-38a40f33965d,6627335d-9960-4b3e-82b8-930216b6bf45,300798.46,INR,02:54:19,Friday
2022-04-27,Shopping,13801.96,Cash,Big Bazaar,Ahmedabad,Expense,225ca101-d46a-4bf0-9af8-59bd3f6c8b7d,a4615b59-8659-496f-aa86-042562e2dc14,254723.23,INR,08:10:25,Saturday
2022-01-27,Transportation,9782.73,UPI,BookMyShow,Delhi,Income,66d215a4-0479-4b56-85f4-a1e6a0263b06,810d9000-9d76-40d4-9a0a-966221e643ac,336276.69,INR,18:35:34,Sunday
2023-06-16,Dining,47547.33,Credit Card,BookMyShow,Chennai,Expense,6b5b6a7c-239c-40ad-839c-5b60794e4c5b,e258d74c-b1a1-4415-b734-beb82a42e9df,387435.66,INR,22:34:29,Wednesday
2020-11-26,Health,2623.05,Cash,Big Bazaar,Pune,Expense,38eb7143-255b-45bb-9c30-222f34df3fa6,f7d17136-ced7-4f1f-b49c-21a8f982a548,274551.41,INR,03:00:46,Monday
2023-05-03,Groceries,30050.88,Debit Card,Uber,Ahmedabad,Expense,f46aaf42-b8d6-437b-8cd7-7b3c2d069b24,5c0430e5-181f-4e72-baee-e244250990ac,119743.54,INR,23:34:08,Friday
2022-09-24,Health,9664.85,Cash,Amazon,Kolkata,Expense,d578da5c-bc6b-4b73-8c22-6faa5acc6ed9,46442e8d-73f2-4635-996f-2dce58211e1c,60995.85,INR,07:01:42,Tuesday
2024-02-06,Shopping,9964.82,Net Banking,Swiggy,Pune,Expense,a0380ceb-47c0-4f8d-bc31-1501cae257ff,08d8840d-1ac2-44e0-af7b-860fe626adb7,398418.99,INR,11:24:24,Friday
2022-02-22,Health,30453.66,Cash,Flipkart,Bengaluru,Income,b3d19cda-9915-4d3d-bdbe-6af628937906,66c9c3ea-516e-4948-a627-7188e3c57ce2,286576.3,INR,13:01:15,Monday
2020-08-16,Education,39089.49,Credit Card,Zomato,Bengaluru,Income,599aa697-e69a-423b-9cfd-cecff527428e,a1135a19-6077-4285-954d-508bb4a69a37,431490.7,INR,13:54:57,Saturday
2020-08-31,Education,17343.84,Credit Card,Swiggy,Mumbai,Expense,7f78e83f-33e9-49b9-a12f-18e1956007b1,57f8ac2f-e4a8-4370-96ef-7da5c472f1e7,145028.75,INR,04:41:27,Tuesday
2021-11-07,Education,34720.56,UPI,Big Bazaar,Ahmedabad,Expense,1248db61-4e60-4a4e-8856-0429b38b43b5,adc592da-beab-4a1c-bfa8-3e6766aa8f94,60142.73,INR,11:59:40,Wednesday
2023-03-05,Health,15867.24,Debit Card,Swiggy,Mumbai,Income,8d330cd8-36a6-475b-92fb-beba16c2bfc6,e6b5975e-b412-4eeb-854a-2405ddb4ae97,26965.23,INR,03:20:10,Sunday
2023-06-22,Dining,17543.93,UPI,Zomato,Pune,Income,b5190006-8b3f-4ca8-ba6b-3413edacdfe5,a0e7cc44-bff9-40ac-8186-338577083e41,491561.93,INR,21:13:15,Monday
2023-02-20,Transportation,30645.01,Debit Card,Big Bazaar,Pune,Income,30acfce9-8c7d-4da2-bbeb-75505cb51a91,baa53eb2-5a5b-4a49-ae89-2ff2618fe243,30466.76,INR,08:23:11,Tuesday
2022-08-25,Entertainment,40438.02,UPI,Big Bazaar,Hyderabad,Income,25b0b0dc-30bb-46b2-909b-9d392d67e2b6,38d8a2dd-84b4-462d-8ada-8c0bcb59d891,151952.04,INR,05:14:58,Thursday
2023-12-07,Health,6408.89,UPI,Swiggy,Kolkata,Income,c5d76c47-e0f8-4153-9bee-0c74aab09e03,a04ab7fe-f9ff-4f46-984e-b59599b2176c,221737.19,INR,20:31:36,Tuesday
2022-12-31,Dining,18257.67,Debit Card,Swiggy,Chennai,Income,e5a082db-e39b-400b-b537-1b3192b4c74d,73cbf3eb-d273-4e6a-8133-461250b3c8e0,360545.65,INR,22:22:23,Sunday
2023-02-22,Health,28511.03,Net Banking,Swiggy,Bengaluru,Income,b3c71e05-b555-4e0a-8499-0375be2797eb,2e2b5b89-5304-4ab1-9843-1ddbab08e0cc,390263.36,INR,19:33:48,Friday
2023-08-01,Dining,44747.68,Cash,Uber,Ahmedabad,Income,09c92695-7c31-4b26-a794-1227e9048768,61b4056a-bfd1-4e62-b59c-f9479c4da29f,464064.99,INR,01:41:34,Saturday
2022-02-16,Utilities,6710.91,UPI,Zomato,Kolkata,Expense,7a12dbd2-dfda-47ef-9f56-92138f3da9e0,389eebb3-b3d8-4a0a-bc43-4dbfcf40353c,383285.44,INR,13:18:16,Saturday
2023-06-18,Education,6411.47,Cash,Uber,Hyderabad,Income,fb9d5764-1d76-4000-b266-79d93faa3678,f48bca28-9eb7-4a2a-9589-004c633d27d9,406400.87,INR,20:25:17,Saturday
2024-07-19,Groceries,16698.4,UPI,Uber,Ahmedabad,Expense,098f8649-6646-4e88-b7aa-9ddc7a9d3342,c5906db8-5412-4ff9-9a06-9b48283801c1,275214.81,INR,06:14:07,Tuesday
2023-10-15,Utilities,29502.51,UPI,Flipkart,Kolkata,Expense,2b32a87b-6c69-41ef-a22e-bf8e84371cfb,6ec37a9d-2dbd-410c-88ec-4feab00b7c6c,353915.92,INR,22:06:27,Thursday
2023-06-05,Shopping,43232.45,UPI,Reliance Fresh,Bengaluru,Expense,6a8636e6-dc97-4346-bed9-b3278125491e,0a3b0f14-a83d-47df-8107-21aa6ff1412f,415192.64,INR,07:35:28,Friday
2020-11-29,Entertainment,43672.71,UPI,Uber,Hyderabad,Income,bc46652b-b8a6-458f-a33b-9e83b92b45ff,f7862dd1-ea9f-48e8-b577-cc700cfff15f,156672.22,INR,02:35:01,Thursday
2020-05-20,Education,14120.02,Credit Card,Uber,Ahmedabad,Income,f65b90fe-9f44-4cac-9a10-acfe8f2a6b43,30a3de1a-5e86-49f5-a751-421255345c13,468334.76,INR,02:45:48,Saturday
2020-05-19,Shopping,46869.04,UPI,Amazon,Hyderabad,Expense,89d24b53-9516-4244-82de-0c3407b5e016,2d5b41aa-a6f7-47a8-82fb-bf057e2d1c99,334063.31,INR,01:46:17,Saturday
2021-09-29,Shopping,22680.96,UPI,Swiggy,Chennai,Expense,c836e02c-82f7-46cc-8493-02f21bc1fb63,8a764681-0192-44c5-bb1f-797d907d7d36,220907.13,INR,04:45:49,Sunday
2020-11-22,Entertainment,23381.05,Debit Card,Amazon,Kolkata,Income,fa491363-bcf5-4a0b-9860-ef1079ba6781,908cf967-4c5f-49af-9b15-cac924f179b1,362300.71,INR,20:43:01,Saturday
2020-11-11,Transportation,28760.87,Net Banking,Uber,Pune,Income,10fdffa0-5c7e-482c-8432-ee0eed130a67,72e07c69-62d4-4f00-a7d6-c9f780b3bae2,162959.14,INR,20:51:51,Tuesday
2021-10-27,Entertainment,37374.79,Debit Card,Swiggy,Mumbai,Expense,07dc9524-b37b-4f39-a3a7-c039f04155dc,dd8a105f-a285-4b5c-a948-937e008ef899,279719.92,INR,00:00:16,Thursday
2024-05-04,Shopping,44459.11,Net Banking,Uber,Bengaluru,Income,fd8d4c0d-7ad8-4fd8-8b44-7d9a970b0faf,0f135198-534e-4d99-ba9a-7d304324f62e,105476.4,INR,03:18:29,Tuesday
2020-08-22,Dining,2591.06,Cash,Big Bazaar,Chennai,Expense,79c65cd7-98e3-4485-8d24-3d2fb98835e9,0679aa5b-a381-42c7-a1df-6ba1a308d726,228046.98,INR,12:26:09,Wednesday
2024-07-12,Transportation,14212.6,Debit Card,Zomato,Chennai,Income,fab07e71-b253-4c5a-9e04-8c876eab5314,35927c90-3686-4f46-8b52-bce9010e1363,137567.78,INR,00:03:24,Wednesday
2023-12-14,Shopping,14894.83,UPI,Big Bazaar,Delhi,Income,21c6d10e-0cc8-4ac2-9214-23d1b44ac9f6,4f9870d4-a472-4d96-a073-c1022941c2b3,318824.64,INR,04:19:53,Sunday
2020-10-21,Dining,23244.02,UPI,Flipkart,Chennai,Expense,7d091919-9226-4c20-84a4-ac21ad9e52b0,dc254752-3e58-481b-9430-7821ced60279,409634.75,INR,03:06:12,Tuesday
2021-12-03,Shopping,10161.74,UPI,Amazon,Chennai,Income,f8577d2e-3c5d-4db1-a64e-9ca53f37215e,d7b3b7b3-2a25-436a-b018-eab7da404c91,374467.37,INR,08:36:53,Wednesday
2024-05-22,Entertainment,49227.55,Debit Card,Zomato,Chennai,Expense,5e1c375c-0871-4788-9a7e-8f314681819f,65485bd3-5b83-4782-acdf-788a57204b51,494651.7,INR,16:03:29,Tuesday
2021-04-16,Dining,30917.88,UPI,Big Bazaar,Delhi,Income,21ca0097-dc62-43d7-9e00-a6e35e095a03,07d6ec50-f2bd-4e5f-9e08-8572e96e95b6,397601.69,INR,03:21:52,Wednesday
2024-01-12,Education,17041.73,Debit Card,Swiggy,Ahmedabad,Expense,5ab116f0-d1c4-403d-ad25-f27b704941c7,43608c7a-aaa9-469f-a664-c4780a7be100,89111.5,INR,08:22:40,Monday
2022-01-21,Groceries,5941.21,UPI,Uber,Mumbai,Income,38b971b3-dd84-4128-8a5f-abf4be9a3d19,7447ec18-1da7-47dd-86a3-1bf44a6262b1,408910.82,INR,02:26:49,Friday
2022-07-12,Transportation,767.01,UPI,Amazon,Bengaluru,Expense,dd8f8a60-afd8-48dc-a635-14b2d6c9547b,0a3d5041-a640-420e-a876-fded3ff80fe2,48871.72,INR,06:39:02,Monday
2024-06-03,Groceries,18356.09,Cash,Uber,Pune,Income,ea894969-d5ff-4c52-b1db-fc142968ec19,d44ff7f9-2ff3-4473-8a21-6c006e312e76,156380.16,INR,01:27:22,Friday
2021-07-28,Education,13400.29,UPI,Big Bazaar,Bengaluru,Income,339af848-91a7-4a3e-a949-1aeb90308086,c617c45c-e7b8-4965-a1c8-cc6ff6aff22b,468454.28,INR,19:20:48,Monday
2021-04-17,Health,952.44,Cash,BookMyShow,Chennai,Expense,eeac74ee-723c-4bbc-8315-af668398e1b8,bfc00da3-dfdc-40c7-9136-25a7cded3496,174128.75,INR,23:03:44,Thursday
2022-04-18,Groceries,17777.15,Net Banking,Reliance Fresh,Kolkata,Expense,b5b41464-0b51-4bd9-99aa-a294500bcd3e,e66a2676-14f0-45a1-ba5c-a30ab0d3317f,496128.56,INR,01:03:29,Tuesday
2023-02-07,Transportation,26051.39,UPI,Flipkart,Delhi,Income,f13a054e-de0e-416c-ab95-f5988973e969,e70de86e-eeeb-4436-942b-8f56b1415141,252030.94,INR,04:34:43,Thursday
2022-09-15,Health,10696.67,Credit Card,Uber,Ahmedabad,Expense,5daa6524-2462-4c71-80f5-d730cc113c74,cf1153e1-8ba9-4333-b02f-bb50afdc20e6,181861.79,INR,12:46:03,Tuesday
2022-12-30,Education,7732.78,Cash,Swiggy,Chennai,Expense,9f6a2346-b179-4a3d-b287-b6a95d98cd9a,fccb5215-4005-432b-9f73-e9befae04ad8,244696.96,INR,04:06:55,Friday
